"espece_id","engine_destination","param_label","bio_profile_path","value_type","value_card","value_preview","is_generic","is_null","source_bio_profile_sha256","doctrine","ordre","generated_at_utc"
"OURS_NOIR","ENGINE_CORRIDORS","PARAMETRES_OURS_NOIR_CORRIDORS","corridors.fragmentation_penalty","list","1","fragmentation = augmentation des conflits humains","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_CORRIDORS","PARAMETRES_OURS_NOIR_CORRIDORS","corridors.zones_passage_essentielles","list","2","corridors fonctionnels entre zones de nourriture ↔ repos","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_CORRIDORS","PARAMETRES_OURS_NOIR_CORRIDORS","corridors.distances_typiques","list","1","déplacements saisonniers marqués","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.besoins_proteines","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.besoins_energetiques","list","2","importance des glands (mast) en automne","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.alimentation_saisonniere.printemps","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.alimentation_saisonniere.ete","list","1","importance des fruits (baies) en été","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.alimentation_saisonniere.automne","list","1","importance des glands (mast) en automne","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NUTRITION","PARAMETRES_OURS_NOIR_NUTRITION","nutrition.alimentation_saisonniere.hiver","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.types_couverts","list","5","forêts mixtes","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.zones_humides","list","1","milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.zones_thermiques","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.zones_ouvertes","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.zones_matures","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.mosaiques_foret_agriculture","list","1","zones de transition forêt-agriculture","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_TERRITOIRE","PARAMETRES_OURS_NOIR_TERRITOIRE","habitat.zones_transition","list","1","zones de transition forêt-agriculture","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_INTERACTIONS","PARAMETRES_OURS_NOIR_INTERACTIONS","interactions.competition","list","1","compétition alimentaire avec cervidés dans zones de mast","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_INTERACTIONS","PARAMETRES_OURS_NOIR_INTERACTIONS","interactions.predation","list","3","prédation occasionnelle sur faons (orignal, chevreuil)","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_INTERACTIONS","PARAMETRES_OURS_NOIR_INTERACTIONS","interactions.partage_corridors","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_CLIMAT","PARAMETRES_OURS_NOIR_CLIMAT","thermoregulation.seuil_stress","null","0","","NON","OUI","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_CLIMAT","PARAMETRES_OURS_NOIR_CLIMAT","neige.seuil_mortalite","null","0","","NON","OUI","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_CLIMAT","PARAMETRES_OURS_NOIR_CLIMAT","dynamique.facteurs","list","2","stabilité ou croissance dans plusieurs régions","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.mise_bas","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.nidification","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.rut","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.tanieres","list","2","Tanières : cavités, pentes, arbres creux, zones rocheuses","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.repos","list","1","Repos : couvert dense","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.alimentation","list","1","Alimentation : zones de baies, régénérations forestières, milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_SITES_CRITIQUES","PARAMETRES_OURS_NOIR_SITES_CRITIQUES","sites_critiques.eau","list","2","Alimentation : zones de baies, régénérations forestières, milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.types_couverts","list","5","forêts mixtes","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.mosaiques_foret_agriculture","list","1","zones de transition forêt-agriculture","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.zones_humides","list","1","milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.zones_thermiques","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.zones_ouvertes","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.zones_matures","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_HABITAT","PARAMETRES_OURS_NOIR_HABITAT","habitat.zones_transition","list","1","zones de transition forêt-agriculture","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_RUT","PARAMETRES_OURS_NOIR_RUT","comportements_saisonniers.automne.rut","list","1","hyperphagie pré-hibernation, déplacements intensifs","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_RUT","PARAMETRES_OURS_NOIR_RUT","sites_critiques.rut","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NIDIFICATION","PARAMETRES_OURS_NOIR_NIDIFICATION","sites_critiques.nidification","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_NIDIFICATION","PARAMETRES_OURS_NOIR_NIDIFICATION","comportements_saisonniers.printemps.reproduction","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_EAU","PARAMETRES_OURS_NOIR_EAU","sites_critiques.eau","list","2","Alimentation : zones de baies, régénérations forestières, milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_EAU","PARAMETRES_OURS_NOIR_EAU","habitat.zones_humides","list","1","milieux humides","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_MINERAUX","PARAMETRES_OURS_NOIR_MINERAUX","nutrition.besoins_mineraux.sodium","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_MINERAUX","PARAMETRES_OURS_NOIR_MINERAUX","nutrition.besoins_mineraux.calcium","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"OURS_NOIR","ENGINE_MINERAUX","PARAMETRES_OURS_NOIR_MINERAUX","nutrition.besoins_mineraux.magnesium","list","0","","NON","NON","77157a186928d7af16deb8361aa218ef34ec522affa2a197a8bf216d411033bc","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
