"espece_id","engine_destination","param_label","bio_profile_path","value_type","value_card","value_preview","is_generic","is_null","source_bio_profile_sha256","doctrine","ordre","generated_at_utc"
"WAPITI","ENGINE_CLIMAT","PARAMETRES_WAPITI_CLIMAT","thermoregulation.seuil_stress","float","1","22.5","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_CLIMAT","PARAMETRES_WAPITI_CLIMAT","neige.seuil_mortalite","null","0","","NON","OUI","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_CLIMAT","PARAMETRES_WAPITI_CLIMAT","dynamique.facteurs","list","5","réintroduction réussie dans plusieurs États (Kentucky, Pennsylvanie)","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.mise_bas","list","1","Mise bas : zones isolées, couvert dense, proximité d’eau","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.nidification","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.rut","list","2","Rut : clairières, vallées ouvertes, zones de transition","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.tanieres","list","1","Mise bas : zones isolées, couvert dense, proximité d’eau","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.repos","list","2","Mise bas : zones isolées, couvert dense, proximité d’eau","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.alimentation","list","1","Rut : clairières, vallées ouvertes, zones de transition","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_SITES_CRITIQUES","PARAMETRES_WAPITI_SITES_CRITIQUES","sites_critiques.eau","list","1","Mise bas : zones isolées, couvert dense, proximité d’eau","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.types_couverts","list","5","prairies ouvertes adjacentes à forêts mixtes","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.mosaiques_foret_agriculture","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.zones_humides","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.zones_thermiques","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.zones_ouvertes","list","2","prairies ouvertes adjacentes à forêts mixtes","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.zones_matures","list","1","forêts matures pour repos","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_HABITAT","PARAMETRES_WAPITI_HABITAT","habitat.zones_transition","list","1","zones de transition prairie-forêt","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_RUT","PARAMETRES_WAPITI_RUT","comportements_saisonniers.automne.rut","list","1","rut, déplacements accrus, formation de harems","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_RUT","PARAMETRES_WAPITI_RUT","sites_critiques.rut","list","2","Rut : clairières, vallées ouvertes, zones de transition","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_NIDIFICATION","PARAMETRES_WAPITI_NIDIFICATION","sites_critiques.nidification","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_NIDIFICATION","PARAMETRES_WAPITI_NIDIFICATION","comportements_saisonniers.printemps.reproduction","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_EAU","PARAMETRES_WAPITI_EAU","sites_critiques.eau","list","1","Mise bas : zones isolées, couvert dense, proximité d’eau","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_EAU","PARAMETRES_WAPITI_EAU","habitat.zones_humides","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_MINERAUX","PARAMETRES_WAPITI_MINERAUX","nutrition.besoins_mineraux.sodium","list","1","importance des minéraux (Na, Ca, Mg) dans certaines régions","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_MINERAUX","PARAMETRES_WAPITI_MINERAUX","nutrition.besoins_mineraux.calcium","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"WAPITI","ENGINE_MINERAUX","PARAMETRES_WAPITI_MINERAUX","nutrition.besoins_mineraux.magnesium","list","0","","NON","NON","1dd532ee6378a6e8e6a92da28c271d9e0a2df8020d07a695e44e6d1f00279836","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
