"espece_id","engine_destination","param_label","bio_profile_path","value_type","value_card","value_preview","is_generic","is_null","source_bio_profile_sha256","doctrine","ordre","generated_at_utc"
"ORIGNAL","ENGINE_SITES_CRITIQUES","PARAMETRES_ORIGNAL_SITES_CRITIQUES","sites_critiques.rut","list","2","rut : mosaïques feuillus/conifères","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_SITES_CRITIQUES","PARAMETRES_ORIGNAL_SITES_CRITIQUES","sites_critiques.tanieres","list","1","mise bas : couvert dense, zones isolées","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_SITES_CRITIQUES","PARAMETRES_ORIGNAL_SITES_CRITIQUES","sites_critiques.repos","list","2","mise bas : couvert dense, zones isolées","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_SITES_CRITIQUES","PARAMETRES_ORIGNAL_SITES_CRITIQUES","sites_critiques.alimentation","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_SITES_CRITIQUES","PARAMETRES_ORIGNAL_SITES_CRITIQUES","sites_critiques.eau","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.types_couverts","list","3","forêts mixtes boréales","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.mosaiques_foret_agriculture","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.zones_humides","list","1","zones humides (été)","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.zones_thermiques","list","1","forêts mixtes boréales","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.zones_ouvertes","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.zones_matures","list","1","forêts matures conifériennes (hiver)","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_HABITAT","PARAMETRES_ORIGNAL_HABITAT","habitat.zones_transition","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_RUT","PARAMETRES_ORIGNAL_RUT","comportements_saisonniers.automne.rut","list","1","rut, déplacements accrus","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_RUT","PARAMETRES_ORIGNAL_RUT","sites_critiques.rut","list","2","rut : mosaïques feuillus/conifères","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_NIDIFICATION","PARAMETRES_ORIGNAL_NIDIFICATION","sites_critiques.nidification","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_NIDIFICATION","PARAMETRES_ORIGNAL_NIDIFICATION","comportements_saisonniers.printemps.reproduction","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_EAU","PARAMETRES_ORIGNAL_EAU","sites_critiques.eau","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_EAU","PARAMETRES_ORIGNAL_EAU","habitat.zones_humides","list","1","zones humides (été)","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_MINERAUX","PARAMETRES_ORIGNAL_MINERAUX","nutrition.besoins_mineraux.sodium","list","1","besoins en minéraux (Na, K, Ca, Mg)","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_MINERAUX","PARAMETRES_ORIGNAL_MINERAUX","nutrition.besoins_mineraux.calcium","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
"ORIGNAL","ENGINE_MINERAUX","PARAMETRES_ORIGNAL_MINERAUX","nutrition.besoins_mineraux.magnesium","list","0","","NON","NON","a1275b952bdde581c978d16fb0d916e2b36c624ef14ac86478a428efda14b5df","BCE-4X_ULTIME_ABSOLU_x3","n°25 — PHASE 3","2026-04-29T12:30:25+00:00"
