"abs_path","rel_path","reason","action","sha256_before"
"/app/backend/engines/bdre/corridor_optimizer_v2.py","bdre/corridor_optimizer_v2.py","orphan","KEPT_FOR_INTEGRITY","f8dedd4109df8cc5a10e279980249973b2e9ae9121b82a90b2747ce4037a4f47"
"/app/backend/engines/reseau_veineux_omega/external_inflow.py","reseau_veineux_omega/external_inflow.py","orphan","KEPT_FOR_INTEGRITY","bfd70e6944aae817f9a383989505be3dfc1151f9b16687522d8e840eef07004d"
"/app/backend/engines/bdre/fallback_chain.py","bdre/fallback_chain.py","orphan","SAFE_TO_PURGE","21ef92978293ee38be967b6b1fcb73a3016cace0148b19609e54efb4178a5794"
"/app/backend/engines/bdre/health_monitor.py","bdre/health_monitor.py","orphan","SAFE_TO_PURGE","b0ef40b124744c089c0c58af4dc2b643e8fc6644dc95a225f03d4bd1e0cb70b2"
"/app/backend/engines/bdre/institutional_cache.py","bdre/institutional_cache.py","orphan","KEPT_FOR_INTEGRITY","af61b52c7cec62615885e04b21ea590ccc27b3f4f04eb6cd87217814733bd31f"
"/app/backend/engines/post_smoothing/interzone_omega.py","post_smoothing/interzone_omega.py","orphan","BLOCKED_FROZEN","c612b36046314f6890856c97085154818b809922e2b1bd3623ce371ea119d24a"
"/app/backend/engines/hunt_orchestrator/orchestrator.py","hunt_orchestrator/orchestrator.py","orphan","KEPT_FOR_INTEGRITY","2f78a3f0129eaa56c59a2abbad03ca774e7631e42a3904d84d47eb9502a2b992"
"/app/backend/engines/post_smoothing/organic_corridor_smoother.py","post_smoothing/organic_corridor_smoother.py","orphan","KEPT_FOR_INTEGRITY","7cf53689fb7f42b77ab134d3bed87ad7ed1da9572283a87e07e38b889a127619"
"/app/backend/engines/post_smoothing/p1_preparation.py","post_smoothing/p1_preparation.py","orphan","KEPT_FOR_INTEGRITY","0144ca6155b784cb326a72bcbc162a69647e369db6ddd3fd3ca70815c181922c"
"/app/backend/engines/post_smoothing/predictive_integration.py","post_smoothing/predictive_integration.py","orphan","KEPT_FOR_INTEGRITY","47dfb202ea545ea46ef36d1862b62b77a70b1f20ae7cabfb59f3805553e17ad5"
"/app/backend/engines/relocation/relocation_engine.py","relocation/relocation_engine.py","orphan","SAFE_TO_PURGE","fb04a55c18191a895710cf751169395c7bdba370ff9882d241c76804b9f18fdc"
"/app/backend/engines/post_smoothing/renduomega.py","post_smoothing/renduomega.py","orphan","KEPT_FOR_INTEGRITY","1c14ec3edf789e46d9549fc9e18eeb7e1306ce527c61bc052f334aef9aa79b3c"
"/app/backend/engines/wildlife_behavior_omega/router.py","wildlife_behavior_omega/router.py","orphan","KEPT_FOR_INTEGRITY","bf35ea0b0e59ca28ae777b8c1188c3651db415349d548b6c040a26a60b442dab"
"/app/backend/engines/terrain_3d_omega/router.py","terrain_3d_omega/router.py","orphan","KEPT_FOR_INTEGRITY","1e25c08a5fb6c5af273e16deb075180fce86c8731edfff215a792530cf459c43"
"/app/backend/engines/hunt_orchestrator/router.py","hunt_orchestrator/router.py","orphan","KEPT_FOR_INTEGRITY","fc3d4bd8f45f5e41b074a58d8c08a745ecc310ccb4e957e6f344f07775d06976"
"/app/backend/engines/ecoforestry_omega/router.py","ecoforestry_omega/router.py","orphan","KEPT_FOR_INTEGRITY","37f26422cd92d62a846f3b12c1b23a128d93874ad8912a022a55b1a5b05708cb"
"/app/backend/engines/nutrition_intelligence/router.py","nutrition_intelligence/router.py","orphan","KEPT_FOR_INTEGRITY","f75762f4e9344fc9ecd6f696bbe616c18c6a317c9e3de09d6c1d5136f57bd6e7"
"/app/backend/engines/bio_scoring_omega/router.py","bio_scoring_omega/router.py","orphan","KEPT_FOR_INTEGRITY","690b9b8d90286b85744442715b88b58b8c02f12baf948692794c06927a20cc2e"
"/app/backend/engines/corridor_unified/router.py","corridor_unified/router.py","orphan","SAFE_TO_PURGE","a91ba0bbfab7c6b57df3edabec0719620d912c667f3ada8f9727652a265eb191"
"/app/backend/engines/legal_time_omega/router.py","legal_time_omega/router.py","orphan","KEPT_FOR_INTEGRITY","3212acc450f2667a82e0a5f013a54f86a95153dfaed93e5da1fc3a16bd216077"
"/app/backend/engines/hydro_topo_omega/router.py","hydro_topo_omega/router.py","orphan","KEPT_FOR_INTEGRITY","64d5f7f4eb8b06194a438a03133863991af633595cad2f5a6be461146cc41a63"
"/app/backend/engines/eco_zones_omega/router.py","eco_zones_omega/router.py","orphan","KEPT_FOR_INTEGRITY","edc97f665dd230c415dd3867b854717e66b89bf465fce93b513b5960fde85d92"
"/app/backend/engines/reseau_veineux_omega/router.py","reseau_veineux_omega/router.py","orphan","KEPT_FOR_INTEGRITY","0e2eb7cbed7eec7a2691c5c786797c1e89017f4c154261dfd51f3324af2fc389"
"/app/backend/engines/weather_v3/router.py","weather_v3/router.py","orphan","KEPT_FOR_INTEGRITY","636db94adbdd9cbd1ef38108a4a7bc276faaa600566ddf5f86475297ab9b4c55"
"/app/backend/engines/relocation/router.py","relocation/router.py","orphan","SAFE_TO_PURGE","3f826f109d86425f631d7a0153f960e48b954a068431fe25eb913d476d3479a3"
"/app/backend/engines/advanced_geospatial_omega/router.py","advanced_geospatial_omega/router.py","orphan","KEPT_FOR_INTEGRITY","1ba26c9c0c7874a4aee88bd85eb38596b9eb2319091f9ebb0769fc6a9494ccd5"
"/app/backend/engines/predictive_omega/router.py","predictive_omega/router.py","orphan","KEPT_FOR_INTEGRITY","09b15150fc1ba4e3297d8c781b0c2c1fee918704083567daa6bfc40a35fab12d"
"/app/backend/engines/bdre/source_registry.py","bdre/source_registry.py","orphan","SAFE_TO_PURGE","8179d2621f63b0897c8669a9898c9f31663a4dbbefe1e3811a85eec4c0ebbf58"
"/app/backend/engines/bdre/source_selector.py","bdre/source_selector.py","orphan","SAFE_TO_PURGE","9b2cc4a065fb9693e12f35b6a95ce7c96fad5ed982bc437ae206dab9c2928af7"
"/app/backend/engines/terrain_nav/terrain_costs.py","terrain_nav/terrain_costs.py","orphan","SAFE_TO_PURGE","992ce471479217badaaff8b007c5b54579e82f7cff2b511bc08527d57a03ad1f"
"/app/backend/engines/terrain_nav/terrain_graph.py","terrain_nav/terrain_graph.py","orphan","KEPT_FOR_INTEGRITY","039f120f296a4661cb2b873d02eaa816a19ae6fb18e0e75d39d24aeace996398"
"/app/backend/engines/terrain_nav/terrain_router.py","terrain_nav/terrain_router.py","orphan","SAFE_TO_PURGE","7b7e1ea91844b06d79450668cfa0bca2fd7b7d322f30ba3dc9af4e4528f016c7"
"/app/backend/engines/post_smoothing/terrain_signals_builder.py","post_smoothing/terrain_signals_builder.py","orphan","KEPT_FOR_INTEGRITY","a110fc3d36e9b053b5687d534fc8e5ab70d8cdf245e442d4287e06ab78726f44"
"/app/backend/engines/terrain_nav/terrain_sources.py","terrain_nav/terrain_sources.py","orphan","KEPT_FOR_INTEGRITY","6f1e4d22bfa19c5f271488dcb7ea8929cdc83eaa658459ac3bcf6028cbd06efe"
"/app/backend/engines/bio_scoring_omega/v30_mirror_read_only.py","bio_scoring_omega/v30_mirror_read_only.py","orphan","SAFE_TO_PURGE","45d7d0ceebad90bf5219278e134ff15c9322531687807c62b21211f59bb826c9"
"/app/backend/engines/post_smoothing/veineux_omega.py","post_smoothing/veineux_omega.py","orphan","BLOCKED_FROZEN","180b65c30dccb7c62e24d382135a4b260b7f9c78cafe2b2a7ca05942e63621ff"
"/app/backend/engines/hunt_orchestrator/vent_odeurs.py","hunt_orchestrator/vent_odeurs.py","orphan","SAFE_TO_PURGE","99c387b05625177ff5b3f7b28f6055a41d6ec011c8404a0a68aa59ba12a878c2"
"/app/backend/engines/bdre/waterway_classifier.py","bdre/waterway_classifier.py","orphan","SAFE_TO_PURGE","e6c7ded32715ca4d2a4c5fdc78dee02646043b34eff0ac3c30ff0bdf3a298f58"
"/app/backend/engines/weather_v3/wind_model_provider.py","weather_v3/wind_model_provider.py","orphan","SAFE_TO_PURGE","2ff795863f7ef9719d913d8c8a6c23b3ac4971e9e8ce2366b7796b7c6442cefb"
"/app/backend/engines/x199_commons.py","x199_commons.py","orphan","KEPT_FOR_INTEGRITY","e916dbc9527b6f19caade5465ebe698725cadb33ee32233c6836f46b0ce75ea8"
"/app/backend/engines/nutrition_intelligence/x5100_mineral_score.py","nutrition_intelligence/x5100_mineral_score.py","orphan","SAFE_TO_PURGE","612120c19bf068b0aa87209a9838a1f598ea832308f17709e7787c908ebe5230"
"/app/backend/engines/nutrition_intelligence/x5200_mineral_recommendation.py","nutrition_intelligence/x5200_mineral_recommendation.py","orphan","SAFE_TO_PURGE","61acbd99f2fff019e7ab0e988799279b0035d2bb7f5626419c5774d59d3353a1"
"/app/backend/engines/nutrition_intelligence/x5300_order_engine.py","nutrition_intelligence/x5300_order_engine.py","orphan","SAFE_TO_PURGE","a3342f2e149abab3d57bf7ed0610cd2f29f91aa2e6b1e9c01fa9f48a66f2ebd1"
"/app/backend/engines/nutrition_intelligence/x5500_energy_protein.py","nutrition_intelligence/x5500_energy_protein.py","orphan","SAFE_TO_PURGE","a1aa53f156bdaf9b278f9f1fb9207a75e39313c669b49cb3f62783e2f99a0376"
"/app/backend/engines/nutrition_intelligence/x5600_site_guide.py","nutrition_intelligence/x5600_site_guide.py","orphan","SAFE_TO_PURGE","85e93f9bcd60568e6c85d3a3902edfe893f64fd03413122e439b2efa349983d9"
"/app/backend/engines/nutrition_intelligence/x5700_cost_engine.py","nutrition_intelligence/x5700_cost_engine.py","orphan","SAFE_TO_PURGE","62e1dc0008af9719037b907f981f129f3a5f2cb0fcf362dcd379cf54b6e6d6bb"
"/app/backend/engines/nutrition_intelligence/x5800_recipe_engine.py","nutrition_intelligence/x5800_recipe_engine.py","orphan","SAFE_TO_PURGE","1d1593ad02541aec6f9c026a2d09970d2253103169b9d6f72886fb721a7553ea"
"/app/backend/engines/nutrition_intelligence/x5900_evidence_engine.py","nutrition_intelligence/x5900_evidence_engine.py","orphan","SAFE_TO_PURGE","7759654fb7669203e02e7001b5760fed8c31959a3b7b87e22ea4d4ddc1b1a409"
"/app/backend/engines/nutrition_intelligence/x6000_product_score.py","nutrition_intelligence/x6000_product_score.py","orphan","SAFE_TO_PURGE","07bfea2885850076d3e95735c66a3ef2dc844f39e27080db091711e061fa440c"
"/app/backend/engines/nutrition_intelligence/x6010_product_quality_analyzer.py","nutrition_intelligence/x6010_product_quality_analyzer.py","orphan","SAFE_TO_PURGE","7ad548cf41c319d9ba496b39710db5522f39902f7edfae9b4c881bca4c8e78fc"
"/app/backend/engines/nutrition_intelligence/x6011_market_availability_engine.py","nutrition_intelligence/x6011_market_availability_engine.py","orphan","SAFE_TO_PURGE","544433ede26ba8a060a03ca74cd947e272cef2515712ccec49b79e5a96473e4b"
"/app/backend/engines/nutrition_intelligence/x6020_terrain_solutions.py","nutrition_intelligence/x6020_terrain_solutions.py","orphan","SAFE_TO_PURGE","966c41a5c0b3cdd94d594a4a96c758d4c150c3f4f8ca54fb3905bec5fecf062d"
"/app/backend/engines/nutrition_intelligence/x6030_product_ecosystem.py","nutrition_intelligence/x6030_product_ecosystem.py","orphan","SAFE_TO_PURGE","3e633d24b3a265be9b04bfbbb985399de47f8e9404825e0577c79a9c0619b924"
"/app/backend/engines/nutrition_intelligence/x7000_supplier_product_engine.py","nutrition_intelligence/x7000_supplier_product_engine.py","orphan","KEPT_FOR_INTEGRITY","515002deb9cfa2b778d08be028019933a2b88443951319a853718f9aaed9bc07"
