"espece_id","section","subsection","champ","valeur","ordre","doctrine","activation_status"
"ORIGNAL","comportements_saisonniers","automne","deplacements","rut, déplacements accrus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","comportements_saisonniers","hiver","ravages","ravages (zones à faible neige)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","comportements_saisonniers","hiver","zones_refuge","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","comportements_saisonniers","hiver","mobilite","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","types_couverts","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","types_couverts","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","types_couverts","forêts matures conifériennes (hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","mosaiques_foret_agriculture","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","zones_humides","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","zones_thermiques","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","zones_ouvertes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","zones_matures","forêts matures conifériennes (hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","habitat","","zones_transition","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","corridors_reels_gps","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","connectivite_optimum","corridors stables","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","connectivite_optimum","connectivité essentielle","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","fragmentation_penalty","fragmentation = réduction de mobilité","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","zones_passage_essentielles","connectivité essentielle","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","zones_passage_essentielles","évitement des routes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","corridors","","distances_typiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","","besoins_proteines","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","","besoins_energetiques","hyperphagie automnale","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","besoins_mineraux","sodium","besoins en minéraux (Na, K, Ca, Mg)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","besoins_mineraux","calcium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","besoins_mineraux","magnesium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","alimentation_saisonniere","printemps","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","alimentation_saisonniere","ete","alimentation aquatique en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","alimentation_saisonniere","automne","hyperphagie automnale","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","nutrition","alimentation_saisonniere","hiver","dépendance au couvert thermique en hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","mise_bas","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","nidification","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","rut","rut : mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","rut","souilles / frottis : zones de rut","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","tanieres","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","repos","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","repos","repos : forêts matures","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","alimentation","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","sites_critiques","","eau","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","routes","évitement des routes et coupes","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","agriculture","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","urbanisation","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","fragmentation","déplacements nocturnes accrus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","fragmentation","fragmentation = mortalité accrue","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","attractifs_anthropiques","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","pression_humaine","","conflits_humains","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","cwd","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","lpdv","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","tique_hiver","transmission de parasites (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","tique_hiver","déclin dans plusieurs régions du Maine / NH (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","autres","compétition avec cerf de Virginie","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","autres","prédation : loup, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","autres","stabilité variable au Québec","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","maladies","","autres","climat = facteur majeur (neige, chaleur)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","thermoregulation","","seuil_stress","15.5","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","thermoregulation","","comportements_adaptation","stress thermique dès 14–17°C","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","thermoregulation","","comportements_adaptation","sélection d’habitats frais","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","thermoregulation","","comportements_adaptation","réduction des déplacements en période chaude","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","thermoregulation","","zones_refuge","sélection d’habitats frais","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","neige","","seuil_mobilite","65.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","neige","","seuil_mortalite","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","neige","","zones_refuge","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","interactions","","competition","compétition avec cerf de Virginie","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","interactions","","competition","transmission de parasites (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","interactions","","predation","prédation : loup, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","interactions","","partage_corridors","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","tendances_20_ans","déclin dans plusieurs régions du Maine / NH (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","tendances_20_ans","stabilité variable au Québec","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","tendances_20_ans","climat = facteur majeur (neige, chaleur)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","expansion","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","declin","déclin dans plusieurs régions du Maine / NH (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","facteurs","déclin dans plusieurs régions du Maine / NH (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","facteurs","stabilité variable au Québec","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","dynamique","","facteurs","climat = facteur majeur (neige, chaleur)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dawn","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","day","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","dusk","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","phases_jour","night","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","ete","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","automne","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","saisons_actives","hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","rut_actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","hyperphagie_active","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_COMPORTEMENT","ravages_actifs","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SENSORIEL","thermique_seuil_C","15.5","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mobilite_cm","65.0","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SENSORIEL","neige_seuil_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CORRIDORS","fragmentation_penalty","fragmentation = réduction de mobilité","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CORRIDORS","connectivite_optimum","corridors stables","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CORRIDORS","connectivite_optimum","connectivité essentielle","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CORRIDORS","corridors_gps_documentes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","besoins_proteines","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","besoins_energetiques","hyperphagie automnale","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","printemps","besoins élevés en protéines au printemps","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","ete","alimentation aquatique en été","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","automne","hyperphagie automnale","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NUTRITION","hiver","dépendance au couvert thermique en hiver","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_TERRITOIRE","habitat_types","forêts matures conifériennes (hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_TERRITOIRE","zones_humides","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_TERRITOIRE","zones_thermiques","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_INTERACTIONS","competition","compétition avec cerf de Virginie","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_INTERACTIONS","competition","transmission de parasites (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_INTERACTIONS","predation","prédation : loup, ours noir","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_INTERACTIONS","partage_corridors","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CLIMAT","thermique_stress_C","15.5","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CLIMAT","neige_mortalite_cm","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","déclin dans plusieurs régions du Maine / NH (tique d’hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","stabilité variable au Québec","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_CLIMAT","facteurs_climatiques","climat = facteur majeur (neige, chaleur)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","mise_bas","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","nidification","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","rut","rut : mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","rut","souilles / frottis : zones de rut","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","tanieres","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","repos","mise bas : couvert dense, zones isolées","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","repos","repos : forêts matures","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","alimentation","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_SITES_CRITIQUES","eau","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","types_couverts","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","types_couverts","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","types_couverts","forêts matures conifériennes (hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","mosaiques_foret_agriculture","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","zones_humides","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","zones_thermiques","forêts mixtes boréales","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","zones_ouvertes","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","zones_matures","forêts matures conifériennes (hiver)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_HABITAT","zones_transition","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_RUT","actif","True","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_RUT","comportements","rut, déplacements accrus","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_RUT","sites","rut : mosaïques feuillus/conifères","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_RUT","sites","souilles / frottis : zones de rut","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NIDIFICATION","actif","False","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_NIDIFICATION","sites","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_EAU","sites_eau","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_EAU","zones_humides","zones humides (été)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_MINERAUX","sodium","besoins en minéraux (Na, K, Ca, Mg)","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_MINERAUX","calcium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
"ORIGNAL","outputs_engines","ENGINE_MINERAUX","magnesium","","n°24","BCE-4X_ULTIME_ABSOLU_x3","EN_ATTENTE_VALIDATION_COMMANDANT"
